,Inches,CPU_Frequency (GHz),RAM (GB),Weight (kg),Price (SAR),Company_Encoded,Base_Product_Encoded,TypeName_Encoded,Resolution_Width,Resolution_Height,Pixel_Area,IPS_Panel,Retina_Display,Touchscreen,CPU_Company_Intel,CPU_Company_Samsung,CPU_Family_Grouped_A6,CPU_Family_Grouped_A9,CPU_Family_Grouped_Celeron,CPU_Family_Grouped_Core M,CPU_Family_Grouped_Core i3,CPU_Family_Grouped_Core i5,CPU_Family_Grouped_Core i7,CPU_Family_Grouped_Other,CPU_Family_Grouped_Pentium,Primary_Storage_Capacity,Secondary_Storage_Capacity,Total_Storage_GB,Primary_Storage_Type_HDD,Primary_Storage_Type_Hybrid,Primary_Storage_Type_SSD,GPU_Company_Grouped_Intel,GPU_Company_Grouped_Nvidia,GPU_Company_Grouped_Other,GPU_Company_Encoded,GPU_Series_Frequency,OpSys_Encoded
626,14.0,1.44,2,1.4,948.83,5703.702308333333,6,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
627,15.6,2.5,4,2.2,1857.96,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,2353.180654248366
628,13.3,2.5,6,1.5,2536.8697,4461.6040552631575,1,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
629,15.6,2.8,8,2.0,7225.400000000001,4760.9237274914085,39,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
630,14.0,2.7,16,1.1,7543.0,4461.6040552631575,25,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
631,15.6,2.8,16,2.62,5871.63,4760.9237274914085,135,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
632,15.6,1.6,4,1.8,3291.13,4342.632991695502,5,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
633,15.6,2.0,4,2.2,2298.63,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,131,4687.31573759542
634,15.6,1.1,8,2.0,1584.03,4461.6040552631575,1,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
635,15.6,2.5,8,1.99,3599.2814000000003,4461.6040552631575,23,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
636,13.3,1.6,8,1.23,7419.93,4760.9237274914085,39,3,3200,1800,5760000,0,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
637,14.0,1.6,2,1.42,988.5300000000001,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
638,13.3,2.7,8,1.37,6976.9574,4342.632991695502,99,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
639,15.6,2.8,16,2.06,9524.03,4760.9237274914085,39,2,3840,2160,8294400,0,0,1,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
640,15.6,2.8,8,2.5,4402.7300000000005,4342.632991695502,23,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
641,17.0,3.0,8,2.6,2067.973,4288.849216791045,1,2,1600,900,1440000,0,0,0,False,False,False,True,False,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
642,14.0,2.7,16,1.14,9726.5,4342.632991695502,99,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
643,15.6,2.8,8,2.5,4640.93,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,2353.180654248366
644,15.6,2.0,4,2.4,1786.5,2514.853888118812,2,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
645,14.0,1.6,4,1.43,1087.78,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
646,14.0,2.5,8,1.8,3648.4300000000003,2514.853888118812,7,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,131,4687.31573759542
648,13.3,2.3,8,1.2,4815.610000000001,5033.215625,15,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
649,12.5,2.7,8,1.36,6288.4800000000005,4342.632991695502,99,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
651,15.6,2.5,8,2.4,2814.73,2514.853888118812,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,2353.180654248366
652,13.3,1.6,8,1.2,5756.103000000001,4760.9237274914085,39,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
653,15.6,2.8,8,2.2,4731.446,6863.765348148148,5,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
654,15.6,2.0,4,1.86,1448.653,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
655,15.6,2.5,8,2.0,4224.08,5033.215625,18,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
656,15.6,1.8,8,2.2,3648.4300000000003,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
657,15.6,1.8,16,2.2,4505.95,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
658,15.6,2.6,8,3.31,4748.12,4342.632991695502,99,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
660,14.0,2.4,8,1.56,4879.13,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
661,15.6,1.1,4,2.2,1663.43,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
662,15.6,2.3,4,2.2,2123.9500000000003,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
663,15.6,2.0,6,2.04,2139.83,4288.849216791045,1,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
664,17.3,2.8,8,2.7,5902.476900000001,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
665,15.6,2.1,4,2.1,1977.0600000000002,5033.215625,13,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
666,15.6,2.5,8,2.06,3791.3500000000004,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
667,15.6,2.7,8,2.1,2957.65,4288.849216791045,1,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
668,15.6,2.5,8,2.0,4994.26,5033.215625,18,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
669,15.6,2.0,4,2.1,1635.64,2514.853888118812,61,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,2353.180654248366
670,13.5,2.8,8,1.252,7415.3645,5703.702308333333,6,3,2256,1504,3393024,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,131,6456.205009433963
671,15.6,2.5,8,1.9,3247.2615000000005,4342.632991695502,6,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
672,13.3,2.5,8,1.3,4104.9800000000005,4342.632991695502,29,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
673,15.6,2.2,4,2.2,1385.53,4342.632991695502,99,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,True,False,128.0,0.0,128.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
674,14.0,2.4,4,1.63,2775.03,4288.849216791045,9,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
675,15.6,2.8,16,2.4,5137.18,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
676,14.0,2.5,8,1.1,4505.95,4461.6040552631575,25,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
677,11.6,1.1,8,1.4,1965.15,4288.849216791045,20,4,1366,768,1049088,0,0,1,True,False,False,False,True,False,False,False,False,False,False,64.0,0.0,64.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
678,15.6,1.8,8,1.09,9127.03,5703.702308333333,3,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
679,15.6,2.5,16,2.5,5157.030000000001,2514.853888118812,61,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
680,15.6,2.5,8,2.2,3961.663,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
681,15.6,1.1,4,1.86,1663.43,4461.6040552631575,1,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
682,15.6,2.5,16,3.21,8142.47,4760.9237274914085,19,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
683,17.3,2.0,4,2.5,2775.03,4288.849216791045,1,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,True,False,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
684,13.3,1.8,8,1.19,5951.030000000001,4342.632991695502,29,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
686,15.6,2.5,4,1.86,2432.0617,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
687,15.6,2.0,4,2.2,2166.3098999999997,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
688,17.3,2.4,6,2.65,2258.9300000000003,4288.849216791045,1,2,1920,1080,2073600,1,0,0,False,False,False,False,False,False,False,False,False,False,False,2048.0,0.0,2048.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
689,15.6,1.6,4,2.1,1262.46,4342.632991695502,8,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
690,14.0,1.6,4,1.45,1488.75,2514.853888118812,20,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
691,14.0,2.5,4,1.7,2775.03,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
692,17.3,2.8,8,3.14,7574.720300000001,4288.849216791045,15,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,500.0,0.0,500.0,True,False,False,False,True,False,5942.078051010101,31,4687.31573759542
694,13.3,2.5,8,1.5,3862.8100000000004,5033.215625,13,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
695,11.6,1.6,4,1.4,1067.93,2514.853888118812,5,1,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
696,14.0,2.7,16,1.38,6943.530000000001,4342.632991695502,29,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
697,12.5,0.9,4,1.2,2655.9300000000003,4461.6040552631575,20,4,1920,1080,2073600,0,0,1,True,False,False,False,False,True,False,False,False,False,False,64.0,0.0,64.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
698,13.3,2.5,16,1.36,7451.6900000000005,5033.215625,15,3,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
699,15.6,2.7,4,2.1,2735.33,4288.849216791045,1,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
700,15.6,2.5,8,2.56,3251.4300000000003,4760.9237274914085,135,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
701,15.6,2.9,4,2.2,1584.03,4342.632991695502,99,2,1920,1080,2073600,0,0,0,False,False,False,True,False,False,False,False,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
702,15.6,3.6,8,2.2,1703.13,4342.632991695502,99,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
703,15.6,2.5,4,2.1,2467.1565000000005,4342.632991695502,4,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
704,15.6,2.0,4,1.9,1786.5,4342.632991695502,6,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
705,15.6,2.5,8,2.18,3156.15,4760.9237274914085,33,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
706,13.3,1.6,8,1.6,3966.03,2514.853888118812,4,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
707,15.6,2.5,16,2.18,7364.35,4342.632991695502,99,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,31,6456.205009433963
708,14.0,2.3,8,1.8,4728.27,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
709,17.3,2.5,6,2.71,2600.3897,4288.849216791045,1,2,1920,1080,2073600,1,0,0,False,False,False,False,False,False,False,False,False,False,False,2048.0,0.0,2048.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
710,15.6,2.8,8,2.5,4958.530000000001,4342.632991695502,23,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
711,14.0,2.8,8,1.64,4323.33,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,2353.180654248366
712,15.6,2.5,8,1.98,2882.2200000000003,4760.9237274914085,33,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
713,14.0,1.1,4,1.5,1183.06,4461.6040552631575,23,2,1920,1080,2073600,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
714,15.6,2.6,16,1.93,5663.840200000001,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
715,14.0,2.5,8,1.87,3402.5679000000005,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
716,15.6,2.6,8,1.9,4680.63,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
717,15.6,2.0,4,2.19,1183.06,4342.632991695502,1,2,1366,768,1049088,0,0,0,False,False,True,False,False,False,False,False,False,False,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
718,14.0,1.92,4,1.4,1052.05,5703.702308333333,6,2,1920,1200,2304000,1,0,0,True,False,False,False,False,False,False,False,False,False,False,32.0,0.0,32.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
719,17.3,2.7,8,2.63,4764.0,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
720,14.0,2.5,8,1.17,6695.960800000001,4342.632991695502,99,3,2560,1440,3686400,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
721,13.3,2.5,8,1.58,3321.302,4288.849216791045,9,4,1366,768,1049088,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
722,14.0,2.5,8,1.32,5951.030000000001,4342.632991695502,99,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
724,17.3,2.8,8,2.7,5353.4656,6863.765348148148,4,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
725,15.6,2.5,4,1.9,1944.903,4342.632991695502,4,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
726,15.6,1.6,8,2.2,2854.4300000000003,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
727,13.3,2.4,4,1.71,2576.53,4760.9237274914085,135,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
728,15.6,2.5,8,2.32,2340.3944,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,2353.180654248366
729,15.6,3.0,4,2.1,1941.3300000000002,4288.849216791045,1,2,1920,1080,2073600,0,0,0,False,False,False,True,False,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
730,17.3,2.6,16,4.2,7681.950000000001,2514.853888118812,3,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
731,15.6,2.5,12,2.25,2576.53,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
732,15.6,3.0,6,2.1,2580.5,4288.849216791045,1,2,1920,1080,2073600,0,0,0,False,False,False,True,False,False,False,False,False,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
733,15.6,2.5,4,2.4,2219.23,2514.853888118812,2,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
734,13.3,2.5,8,1.44,3811.2000000000003,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
735,15.6,2.7,4,1.85,3092.63,4342.632991695502,4,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
736,15.6,2.8,16,2.6,9603.43,4288.849216791045,15,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,31,4687.31573759542
737,13.3,1.6,8,1.55,2616.23,4760.9237274914085,135,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,68,4687.31573759542
738,15.6,2.8,16,1.8,8315.0856,6863.765348148148,4,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
739,15.6,2.0,4,2.4,1630.8760000000002,2514.853888118812,61,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
740,15.6,2.7,8,2.0,4791.79,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
741,15.6,2.0,8,2.0,2640.05,4760.9237274914085,33,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
742,14.0,2.5,8,1.25,6093.950000000001,5033.215625,18,2,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
743,14.0,2.5,8,1.7,3966.03,4342.632991695502,1,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
745,14.0,1.6,2,1.68,1310.1000000000001,2514.853888118812,20,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
746,13.3,2.7,16,0.81,6546.530000000001,5703.702308333333,7,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
747,15.6,2.0,8,1.86,2139.83,4288.849216791045,25,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
748,14.0,2.5,8,1.6,4473.0387,4760.9237274914085,52,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
750,11.6,1.6,4,1.4,1885.75,4342.632991695502,1,1,1366,768,1049088,0,0,1,True,False,False,False,True,False,False,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
