,Inches,CPU_Frequency (GHz),RAM (GB),Weight (kg),Price (SAR),Company_Encoded,Base_Product_Encoded,TypeName_Encoded,Resolution_Width,Resolution_Height,Pixel_Area,IPS_Panel,Retina_Display,Touchscreen,CPU_Company_Intel,CPU_Company_Samsung,CPU_Family_Grouped_A6,CPU_Family_Grouped_A9,CPU_Family_Grouped_Celeron,CPU_Family_Grouped_Core M,CPU_Family_Grouped_Core i3,CPU_Family_Grouped_Core i5,CPU_Family_Grouped_Core i7,CPU_Family_Grouped_Other,CPU_Family_Grouped_Pentium,Primary_Storage_Capacity,Secondary_Storage_Capacity,Total_Storage_GB,Primary_Storage_Type_HDD,Primary_Storage_Type_Hybrid,Primary_Storage_Type_SSD,GPU_Company_Grouped_Intel,GPU_Company_Grouped_Nvidia,GPU_Company_Grouped_Other,GPU_Company_Encoded,GPU_Series_Frequency,OpSys_Encoded
300,14.0,2.4,4,1.3,2020.73,4461.6040552631575,23,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
301,17.3,2.8,16,2.9,8424.34,4461.6040552631575,38,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
302,17.3,2.5,6,2.8,2576.53,4342.632991695502,99,2,1600,900,1440000,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
303,15.6,2.5,8,2.2,2179.53,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,2048.0,0.0,2048.0,True,False,False,False,True,False,5942.078051010101,131,2353.180654248366
304,15.6,2.8,8,2.5,5022.05,4461.6040552631575,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
305,15.6,1.1,4,2.2,1429.1603,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,True,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
306,13.3,2.8,16,1.28,7840.75,4288.849216791045,55,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
307,15.6,2.5,8,2.2,4140.71,5033.215625,13,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
308,15.6,2.5,8,2.3,3251.4300000000003,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
309,15.6,2.0,4,1.86,1861.93,4288.849216791045,25,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
310,13.3,2.5,8,1.1,3966.03,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
311,13.3,1.8,16,1.21,9921.03,4760.9237274914085,39,3,3840,2160,8294400,1,0,1,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
312,15.6,2.8,16,2.8,8333.03,6863.765348148148,2,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
313,15.6,2.2,8,2.23,1861.93,2514.853888118812,1,2,1920,1080,2073600,0,0,0,False,False,False,False,False,False,False,False,False,True,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
314,11.6,1.1,2,1.1,1091.75,4461.6040552631575,23,4,1366,768,1049088,0,0,1,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
315,15.6,1.6,8,2.33,3350.6800000000003,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
316,13.3,1.8,16,1.29,9722.53,4288.849216791045,13,4,3840,2160,8294400,1,0,1,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
317,13.3,1.6,4,1.45,1825.803,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,16.0,0.0,16.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
318,14.0,2.5,8,1.95,3890.6000000000004,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
319,11.6,1.6,4,1.4,1925.45,2514.853888118812,5,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,True,128.0,0.0,128.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
320,14.0,2.7,8,1.48,5129.240000000001,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
321,17.3,2.5,4,2.79,2338.33,4342.632991695502,99,2,1600,900,1440000,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,131,4687.31573759542
322,14.0,2.7,8,2.0,4343.18,4461.6040552631575,25,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
323,15.6,1.8,8,2.1,3580.94,4288.849216791045,72,2,1366,768,1049088,1,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,68,4687.31573759542
324,15.6,2.7,8,2.2,2616.23,2514.853888118812,61,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
325,14.0,1.1,4,1.44,1159.24,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
326,15.6,2.5,6,2.23,2179.53,2514.853888118812,61,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
327,15.6,2.7,8,1.7,4168.103000000001,4461.6040552631575,23,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
328,12.5,2.7,8,1.26,5299.95,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
330,17.3,2.8,8,2.7,4760.030000000001,6863.765348148148,4,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
331,15.6,2.5,8,2.0,3743.71,5033.215625,13,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
332,14.0,2.7,8,2.0,5295.9800000000005,4461.6040552631575,1,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
333,15.6,2.0,4,1.85,1782.5300000000002,4342.632991695502,6,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
334,15.6,2.8,8,2.5,3966.03,4461.6040552631575,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
335,14.0,2.6,8,1.48,5033.96,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
336,15.6,1.6,8,1.9,4164.530000000001,4760.9237274914085,135,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
337,15.6,2.5,8,1.84,4541.68,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
338,15.6,1.1,4,2.0,1091.7103000000002,4461.6040552631575,3,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
339,15.6,1.6,8,2.0,4536.717500000001,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
340,15.6,1.6,4,2.2,1091.353,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
341,15.6,3.6,12,2.2,3569.03,4342.632991695502,99,2,1920,1080,2073600,0,0,0,False,False,False,False,False,False,False,False,False,False,False,2048.0,0.0,2048.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
342,15.6,2.4,8,2.1,2842.52,4288.849216791045,72,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,131,4687.31573759542
343,13.9,1.8,16,1.4,8333.03,4342.632991695502,29,4,3840,2160,8294400,1,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
344,13.3,1.8,8,1.2,6268.63,4760.9237274914085,39,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
345,15.6,2.8,16,2.4,4482.13,4342.632991695502,23,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
346,14.0,1.6,2,1.44,1107.63,4288.849216791045,4,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
347,15.6,1.9,16,1.88,6383.6012,4760.9237274914085,52,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
348,11.6,1.1,4,1.5,1488.75,4461.6040552631575,23,4,1366,768,1049088,0,0,1,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
349,15.6,1.6,8,1.9,2632.11,4760.9237274914085,135,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
350,15.6,2.8,16,2.06,8048.857400000001,4760.9237274914085,39,2,3840,2160,8294400,0,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
351,15.6,2.7,8,1.84,5176.88,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
352,17.3,2.8,8,2.7,5593.7300000000005,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
353,15.6,2.8,8,2.6,6900.9319000000005,4288.849216791045,15,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,31,4687.31573759542
354,15.6,2.5,16,2.4,5569.91,5033.215625,18,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
355,15.6,1.8,8,2.02,3854.473,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
356,15.6,1.1,4,2.2,1278.3003,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
357,15.6,2.5,8,2.65,3966.03,4760.9237274914085,135,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
358,15.6,2.5,8,2.36,2212.7589000000003,4760.9237274914085,135,2,1366,768,1049088,0,0,1,True,False,False,False,False,False,False,True,False,False,False,2048.0,0.0,2048.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
359,14.0,2.6,8,1.36,5665.1900000000005,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
360,15.6,2.0,4,1.86,1742.8300000000002,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
361,14.0,2.5,8,2.0,3751.65,4461.6040552631575,25,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
362,17.3,2.5,6,2.8,2854.4300000000003,4342.632991695502,99,2,1600,900,1440000,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
363,15.6,2.5,8,1.86,2536.83,4288.849216791045,25,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
364,15.6,2.0,8,2.2,1981.0300000000002,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,2353.180654248366
365,15.6,1.6,8,2.04,1544.3300000000002,4288.849216791045,1,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,True,2048.0,0.0,2048.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
366,17.3,1.6,8,2.8,4307.45,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
367,15.6,2.5,8,2.4,3211.73,4342.632991695502,23,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,2353.180654248366
368,15.6,2.7,8,2.33,3569.03,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
369,14.0,2.7,8,1.36,6947.5,4288.849216791045,55,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
370,15.6,2.7,12,2.26,4363.030000000001,4461.6040552631575,25,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,524288.0,0.0,524288.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
371,15.6,3.0,4,2.1,1691.22,2514.853888118812,61,2,1366,768,1049088,0,0,0,False,False,False,True,False,False,False,False,False,False,False,128.0,0.0,128.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
372,17.3,3.0,16,3.25,8730.03,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,False,False,False,False,False,False,False,False,False,True,False,262144.0,0.0,262144.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
373,17.3,2.2,4,2.6,1941.3300000000002,4342.632991695502,99,2,1600,900,1440000,0,0,0,False,False,False,False,False,False,False,False,False,True,False,128.0,0.0,128.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
374,13.3,1.8,8,1.62,3449.9697,4760.9237274914085,135,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,68,4687.31573759542
375,15.6,3.0,4,1.91,1941.2903000000001,4288.849216791045,1,2,1920,1080,2073600,0,0,0,False,False,False,True,False,False,False,False,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
376,11.6,1.1,4,1.59,2195.4100000000003,4342.632991695502,29,1,1366,768,1049088,1,0,0,True,False,False,False,True,False,False,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
377,15.6,1.6,4,1.8,1226.73,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
378,14.0,1.1,4,1.5,1135.42,4461.6040552631575,23,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
379,15.6,2.8,8,2.4,3358.6200000000003,2514.853888118812,61,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,2353.180654248366
380,17.3,2.8,8,3.35,4728.27,4288.849216791045,11,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
381,15.6,2.0,4,1.85,1601.895,4342.632991695502,6,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,2353.180654248366
382,15.6,2.8,8,2.3,6570.35,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
383,14.0,2.5,8,1.5,4363.030000000001,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
384,13.3,2.7,16,1.1,6943.133000000001,4461.6040552631575,25,3,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
385,14.0,2.7,8,1.13,9059.54,4342.632991695502,99,3,2560,1440,3686400,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
386,13.3,2.4,4,1.5,2179.53,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
387,15.6,2.6,8,2.23,5434.93,4760.9237274914085,11,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,131,4687.31573759542
388,15.6,2.7,8,2.0,8475.95,4760.9237274914085,11,6,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,31,4687.31573759542
389,14.0,2.7,16,1.42,9960.730000000001,4342.632991695502,99,4,2560,1440,3686400,0,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
390,17.3,2.8,8,3.0,4124.83,4461.6040552631575,38,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
391,17.3,2.8,16,3.0,6316.27,4461.6040552631575,38,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
392,15.6,1.6,12,2.2,2755.1403,2514.853888118812,61,2,1366,768,1049088,1,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,21,4687.31573759542
393,17.3,2.8,8,2.7,5355.530000000001,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
394,15.6,2.7,8,2.33,3092.1139000000003,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,2353.180654248366
395,15.6,3.0,4,1.91,1981.0300000000002,4288.849216791045,1,3,1920,1080,2073600,0,0,0,False,False,False,True,False,False,False,False,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
396,15.6,1.8,8,2.1,4881.3532000000005,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
397,14.0,2.5,8,1.9,3723.86,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
400,15.6,1.1,4,2.2,1214.8200000000002,4342.632991695502,99,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
401,17.3,2.8,16,2.9,6070.13,4461.6040552631575,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
402,15.6,1.6,8,2.1,4543.665,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,262144.0,0.0,262144.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
403,15.6,2.8,8,2.5,3489.63,2514.853888118812,61,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,2353.180654248366
404,17.3,2.8,16,2.8,8928.53,6863.765348148148,2,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
405,14.0,2.7,8,1.1,7435.81,4461.6040552631575,25,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
406,13.3,2.5,16,1.2,6935.59,5033.215625,15,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
407,14.0,2.8,8,1.36,6669.6,4760.9237274914085,52,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
408,15.6,2.0,4,2.2,1623.73,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
409,11.6,1.1,2,1.15,1208.6665,4342.632991695502,1,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
410,15.6,2.8,8,2.67,7642.25,4342.632991695502,99,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,31,4687.31573759542
411,14.0,2.8,8,1.7,7713.71,4342.632991695502,99,3,2560,1440,3686400,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
412,15.6,2.0,4,2.1,1861.93,4288.849216791045,1,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
413,13.3,2.5,8,1.6,3132.3697,2514.853888118812,61,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
414,13.3,2.5,8,1.27,3684.1600000000003,4461.6040552631575,25,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
415,15.6,2.5,4,2.3,2377.633,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,2353.180654248366
416,13.3,2.0,4,1.65,2735.33,4760.9237274914085,52,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
417,14.0,2.5,8,1.43,5955.0,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
418,15.6,2.5,8,2.14,2143.6015,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
419,14.0,1.8,8,1.75,4825.0586,4342.632991695502,99,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
